,Submission,Title,Cited
64,10564,PhysGNN: A Physics--Driven Graph Neural Network Based Model for Predicting Soft Tissue Deformation in Image--Guided Neurosurgery,-1
63,17,Fine-Grained Semantically Aligned Vision-Language Pre-Training,-1
61,2192,PCRL: Priority Convention Reinforcement Learning for Microscopically Sequencable Multi-agent Problems,-1
57,11116,Diffusion Models as Plug-and-Play Priors,-1
2804,3276,DOGE-Train: Discrete Optimization on GPU with End-to-end Training,-1
55,11479,Reinforcement Learning with Non-Exponential Discounting,-1
49,4370,UniCLIP: Unified Framework for Contrastive Language-Image Pre-training,-1
46,5269,Equivariant Graph Hierarchy-Based Neural Networks,-1
45,7564,HUMUS-Net: Hybrid Unrolled Multi-scale Network Architecture for Accelerated MRI Reconstruction,-1
35,9167,Multiagent Q-learning with Sub-Team Coordination,-1
66,5438,Are AlphaZero-like Agents Robust to Adversarial Perturbations?,-1
32,4350,First-Order Algorithms for Min-Max Optimization in Geodesic Metric Spaces,-1
2813,755,Discrete-Convex-Analysis-Based Framework for Warm-Starting Algorithms with Predictions,-1
22,4885,When to Trust Your Simulator: Dynamics-Aware Hybrid Offline-and-Online Reinforcement Learning,-1
20,4384,Local-Global MCMC kernels: the best of both worlds,-1
19,8410,Maximum-Likelihood Inverse Reinforcement Learning with Finite-Time Guarantees,-1
15,929,Multi-modal Grouping Network for Weakly-Supervised Audio-Visual Video Parsing,-1
7,4348,u-HuBERT: Unified Mixed-Modal Speech Pretraining And Zero-Shot Transfer to Unlabeled Modality,-1
4,1891,Non-deep Networks,-1
2821,2219,An Embarrassingly Simple Approach to Semi-Supervised Few-Shot Learning,-1
2798,4646,Why neural networks find simple solutions:  The many regularizers of geometric complexity,-1
2796,8449,Long-Form Video-Language Pre-Training with Multimodal Temporal Contrastive Learning,-1
2763,10836,Supervising the Multi-Fidelity Race of Hyperparameter Configurations,-1
122,8428,XTC: Extreme Compression for Pre-trained Transformers Made Simple and Efficient,-1
138,7052,Learning Spatially-Adaptive Squeeze-Excitation Networks for Image Synthesis and Image Recognition,-1
2765,13051,Statistical Learning and Inverse Problems: A Stochastic Gradient Approach,-1
2767,11781,Multi-Class $H$-Consistency Bounds,-1
2768,8102,Identifying good directions to escape the NTK regime and efficiently learn low-degree plus sparse polynomials ,-1
130,670,Memorization and Optimization in Deep Neural Networks with Minimum Over-parameterization,-1
127,4988,Efficient Phi-Regret Minimization in Extensive-Form Games via Online Mirror Descent,-1
126,3852,Sharpness-Aware Training for Free,-1
2772,10968,Anonymous Bandits for Multi-User Systems,-1
2773,2595,DTG-SSOD: Dense Teacher Guidance for Semi-Supervised Object Detection,-1
119,10417,Augmented Deep Unrolling Networks for Snapshot Compressive Hyperspectral Imaging,-1
2792,9885,Tree ensemble kernels for Bayesian optimization with known constraints over  mixed-feature spaces,-1
2780,5635,Provable General Function Class Representation Learning in Multitask Bandits and MDP,-1
111,8136,Self-Supervised Pretraining for Large-Scale Point Clouds,-1
108,10015,Public Wisdom Matters! Discourse-Aware Hyperbolic Fourier Co-Attention for Social Text Classification,-1
105,7802,Surprise-Guided Search for Learning Task Specifications From Demonstrations,-1
98,11306,Single-pass Streaming Lower Bounds for Multi-armed Bandits Exploration with Instance-sensitive Sample Complexity,-1
97,8298,Constrained Stochastic Nonconvex Optimization with State-dependent Markov Data,-1
94,258,The Minority Matters: A Diversity-Promoting Collaborative Metric Learning Algorithm,-1
78,7137,Regret Bounds for Risk-Sensitive Reinforcement Learning,-1
2791,890,RankFeat: Rank-1 Feature Removal for Out-of-distribution Detection,-1
268,2404,What is Where by Looking: Weakly-Supervised Open-World Phrase-Grounding without Text Inputs,-1
277,9262,On the relationship between variational inference and auto-associative memory,-1
538,5288,Semi-infinitely Constrained Markov Decision Processes,-1
280,7633,A Non-Asymptotic Moreau Envelope Theory for High-Dimensional Generalized Linear Models,-1
2611,3526,Washing The Unwashable : On The (Im)possibility of Fairwashing Detection,-1
2613,1869,Learning Infinite-Horizon Average-Reward Restless Multi-Action Bandits via Index Awareness,-1
457,10998,Stars: Tera-Scale Graph Building for Clustering and Learning,-1
453,6611,Data-IQ: Characterizing subgroups with heterogeneous outcomes in tabular data,-1
2616,2629,Quo Vadis: Is Trajectory Forecasting the Key Towards Long-Term Multi-Object Tracking?,-1
452,9669,BYOL-Explore: Exploration by Bootstrapped Prediction,-1
451,4566,On Scalable Testing of Samplers ,-1
450,6630,A Curriculum Perspective of Robust Loss Functions,-1
444,228,Align then Fusion: Generalized Large-scale Multi-view Clustering with Anchor Matching Correspondences,-1
440,1144,Social-Inverse: Inverse Decision-making of Social Contagion Management with Task Migrations,-1
436,4584,Annihilation of Spurious Minima in Two-Layer ReLU Networks,-1
903,1671,Giga-scale Kernel Matrix-Vector Multiplication on GPU,-1
2625,5154,FIRE: Semantic Field of Words Represented as Non-Linear Functions,-1
421,6561,Temporally-Consistent Survival Analysis,-1
2627,5139,Perceptual Attacks of No-Reference Image Quality Models with Human-in-the-Loop,-1
2629,5039,Domain Generalization by Learning and Removing Domain-specific Features,-1
417,8776,A time-resolved theory of information encoding in recurrent neural networks,-1
415,815,Degradation-Aware Unfolding Half-Shuffle Transformer for Spectral Compressive Imaging,-1
2632,1963,Few-Shot Continual Active Learning by a Robot,-1
414,304,LGDN: Language-Guided Denoising Network for Video-Language Modeling,-1
411,4594,Few-Shot Parameter-Efficient Fine-Tuning is Better and Cheaper than In-Context Learning,-1
461,3112,Beyond the Best:  Distribution Functional Estimation in Infinite-Armed Bandits,-1
463,4807,Graphical Resource Allocation with Matching-Induced Utilities,-1
2607,7859,Graph Few-shot Learning with Task-specific Structures,-1
495,6837,An Information-Theoretic Framework for Deep Learning,-1
536,11848,Introspective Learning : A Two-Stage approach for Inference in Neural Networks,-1
2584,9106,Joint Learning of 2D-3D Weakly Supervised Semantic Segmentation,-1
520,5660,A Theoretical Understanding of Gradient Bias in Meta-Reinforcement Learning,-1
516,7563,Interaction-Grounded Learning with Action-Inclusive Feedback,-1
514,9515,The First Optimal Algorithm for Smooth and Strongly-Convex-Strongly-Concave Minimax Optimization,-1
2588,2674,Local Linear Convergence of Gradient Methods for  Subspace Optimization via Strict Complementarity,-1
512,5285,Quasi-Newton Methods for Saddle Point Problems,-1
509,4317,Adversarial Task Up-sampling for Meta-learning,-1
506,10422,LAPO: Latent-Variable Advantage-Weighted Policy Optimization for Offline Reinforcement Learning,-1
494,1612,Rethinking Generalization in Few-Shot Classification,-1
2606,3089,🏘️ ProcTHOR: Large-Scale Embodied AI Using Procedural Generation,-1
493,3487,A Near-Optimal Best-of-Both-Worlds Algorithm for Online Learning with Feedback Graphs,-1
490,8123,Sampling in Constrained Domains with Orthogonal-Space Variational Gradient Descent,-1
484,997,Active Learning in Bayesian Neural Networks: Balanced Entropy Learning Principle,-1
482,2643,Efficient Aggregated Kernel Tests using Incomplete $U$-statistics,-1
480,4354,Automatic Clipping: Differentially Private Deep Learning Made Easy and Stronger,-1
2601,4491,Use-Case-Grounded Simulations for Explanation Evaluation,-1
477,1021,A Closer Look at Weakly-Supervised Audio-Visual Source Localization,-1
464,9749,Log-Concave and Multivariate Canonical Noise Distributions for Differential Privacy,-1
2605,6689,Deep feedforward functionality by equilibrium-point control in a shallow recurrent network.,-1
2635,11146,Faster Reinforcement Learning with Value Target Lower Bounding,-1
407,3493,D^2NeRF: Self-Supervised Decoupling of Dynamic and Static Objects from a Monocular Video,-1
406,8321,Understanding Cross-Domain Few-Shot Learning Based on Domain Similarity and Few-Shot Difficulty,-1
309,1526,QueryPose: Sparse Multi-Person Pose Regression via Spatial-Aware Part-Level Query,-1
330,7105,Single-phase deep learning in cortico-cortical networks,-1
2671,2340,Spherical Sliced-Wasserstein,-1
329,3367,Randomized Message-Interception Smoothing: Gray-box Certificates for Graph Neural Networks,-1
2673,1794,Adversarially Perturbed Batch Normalization: A Simple Way to Improve Image Recognition,-1
324,11228,Drawing out of Distribution with Neuro-Symbolic Generative Models,-1
2677,6261,Efficient Training of Low-Curvature Neural Networks,-1
2678,4994,Follow-the-Perturbed-Leader for Adversarial Markov Decision Processes with Bandit Feedback,-1
2680,7268,Few-Shot Non-Parametric Learning with Deep Latent Variable Model,-1
316,10483,AutoST: Towards the Universal Modeling of Spatio-temporal Sequences,-1
308,1092,Learning Best Combination for Efficient N:M Sparsity,-1
2668,3083,M$^4$I: Multi-modal Models Membership Inference,-1
307,9933,"A general approximation lower bound in $L^p$ norm, with applications to feed-forward neural networks",-1
299,7879,Structure-Preserving Embedding of Multi-layer Networks,-1
294,10508,The least-control principle for local learning at equilibrium,-1
292,9442,Towards Efficient Post-training Quantization of Pre-trained Language Models,-1
291,1398,S$^3$-NeRF: Neural Reflectance Field from Shading and Shadow under a Single Viewpoint,-1
289,7004,Tight Lower Bounds on Worst-Case Guarantees for Zero-Shot Learning with Attributes,-1
288,3727,Memorization Without Overfitting:  Analyzing the Training Dynamics of Large Language Models,-1
285,244,OmniVL: One Foundation Model for Image-Language and Video-Language Tasks,-1
2696,1160,Regret Bounds for Information-Directed Reinforcement Learning,-1
332,5300,Online Frank-Wolfe with Arbitrary Delays,-1
2667,8271,Time-Conditioned Dances with Simplicial Complexes: Zigzag Filtration Curve based Supra-Hodge Convolution Networks for Time-series Forecasting,-1
2638,6570,An $\alpha$-No-Regret Algorithm For Graphical Bilinear Bandits,-1
383,5893,A Damped Newton Method Achieves Global $\mathcal O \left(\frac{1}{k^2}\right)$  and Local Quadratic  Convergence Rate,-1
2639,4796,Test Time Adaptation via Conjugate Pseudo-labels,-1
2640,6013,Near-Optimal Collaborative Learning in Bandits,-1
404,11549,Lifting the Information Ratio: An Information-Theoretic Analysis of Thompson Sampling for Contextual  Bandits,-1
399,4197,Towards Effective Multi-Modal Interchanges in Zero-Resource Sounding Object Localization,-1
389,8829,Max-Min Off-Policy Actor-Critic Method Focusing on Worst-Case Robustness to Model Misspecification,-1
388,3068,Cost-efficient Gaussian tensor network embeddings for tensor-structured inputs,-1
387,7717,Label-invariant Augmentation for Semi-Supervised Graph Classification,-1
2647,5064,Towards Effective and Interpretable Human-AI Collaboration in MOBA Games,-1
2648,1732,Multi-Instance Causal Representation Learning for Instance Label Prediction and Out-of-Distribution Generalization,-1
376,5131,Fair Wrapping for Black-box Predictions,-1
334,7762,On the Convergence Theory for Hessian-Free Bilevel Algorithms,-1
373,11100,PAC Prediction Sets for Meta-Learning,-1
357,3166,Information-Theoretic GAN Compression with Variational Energy-based Model,-1
356,10647,Constrained GPI for Zero-Shot Transfer in Reinforcement Learning,-1
353,4487,LIFT: Language-Interfaced Fine-Tuning for Non-language Machine Learning Tasks,-1
349,485,Is Out-of-Distribution Detection Learnable?,-1
346,3995,Learning to Break the Loop: Analyzing and Mitigating Repetitions for Neural Text Generation ,-1
339,11670,Chaotic Regularization and Heavy-Tailed Limits for Deterministic Gradient Descent,-1
338,12295,Finite-Time Last-Iterate Convergence for Learning in Multi-Player Games,-1
336,2887,ASPiRe: Adaptive Skill Priors for  Reinforcement Learning,-1
2420,1773,E-MAPP: Efficient Multi-Agent Reinforcement Learning with Parallel Program Guidance,-1
1002,3828,Controllable and Lossless Non-Autoregressive End-to-End Text-to-Speech,-1
910,6155,Can Variance-Based Regularization Improve Domain Generalization?,-1
1606,3931,Multimodal Contrastive Learning with LIMoE: the Language-Image Mixture of Experts,-1
2067,11756,Online Bipartite Matching with Advice: Tight Robustness-Consistency Tradeoffs for the Two-Stage Model,-1
2068,8252,Few-shot Task-agnostic Neural Architecture Search for Distilling Large Language Models,-1
1623,7956,Surprising Instabilities in Training Deep Networks and a Theoretical Analysis ,-1
1620,4271,DualCoOp: Fast Adaptation to Multi-Label Recognition with Limited Annotations,-1
2071,11265,A theory of weight distribution-constrained learning,-1
1619,4391,Uncertainty-Aware Reinforcement Learning for Risk-Sensitive Player Evaluation in Sports Game,-1
1617,2349,Muffliato: Peer-to-Peer Privacy Amplification for Decentralized Optimization and Averaging,-1
2076,10576,A Unified Hard-Constraint Framework for Solving Geometrically Complex PDEs,-1
1609,9080, Non-Monotonic Latent Alignments for CTC-Based Non-Autoregressive Machine Translation,-1
2078,6655,Phase diagram of Stochastic Gradient Descent in high-dimensional two-layer neural networks,-1
1605,1720,ZARTS: On Zero-order Optimization for Neural Architecture Search,-1
1559,5801,AZ-whiteness test: a test for signal uncorrelation on spatio-temporal graphs,-1
1599,7031,Draft-and-Revise: Effective Image Generation with Contextual RQ-Transformer,-1
1597,8235,PAC: Assisted Value Factorization with Counterfactual Predictions in Multi-Agent Reinforcement Learning,-1
1594,408,ELIAS: End-to-End Learning to Index and Search in Large Output Spaces,-1
1593,10279,Probabilistic Transformer: Modelling Ambiguities and Distributions for RNA Folding  and Molecule Design,-1
2086,4140,Museformer: Transformer with Fine- and Coarse-Grained Attention for Music Generation,-1
2088,2230,Finite-Time Analysis of Adaptive Temporal Difference Learning with Deep Neural Networks,-1
2089,11846,MMRR: Unsupervised Anomaly Detection through Multi-Level Masking and Restoration with Refinement,-1
2093,367,On Enforcing Better Conditioned Meta-Learning for Rapid Few-Shot Adaptation,-1
1570,2480,Learning General World Models in a Handful of Reward-Free Deployments,-1
1566,8035,When are Offline Two-Player Zero-Sum Markov Games Solvable?,-1
1628,4262,Block-wise Separable Convolutions: An Alternative Way to Factorize Standard Convolutions,-1
1630,11983,Confident Approximate Policy Iteration for Efficient Local Planning in $q^\pi$-realizable MDPs,-1
2064,4442,SAPD+: An Accelerated Stochastic Method for Nonconvex-Concave Minimax Problems,-1
2063,12723,Uni[MASK]: Unified Inference in Sequential Decision Problems,-1
1669,4927,Proximal Learning With Opponent-Learning Awareness,-1
1666,6428,Off-Policy Evaluation for Action-Dependent Non-stationary Environments,-1
2039,9809,Revisiting Populations in Multi-Agent Communication,-1
2040,2606,Multi-Scale Adaptive Network for Single Image Denoising,-1
1665,8421,Meta-Auto-Decoder for Solving Parametric Partial Differential Equations,-1
2042,2575,Dict-TTS: Learning to Pronounce with Prior Dictionary Knowledge for Text-to-Speech,-1
2043,12724,Human-Robotic Prosthesis as Collaborating Agents for Symmetrical Walking,-1
1663,4535,Scalable Sensitivity and Uncertainty Analyses for Causal-Effect Estimates of Continuous-Valued Interventions,-1
2045,1504,BMU-MoCo: Bidirectional Momentum Update for Continual Video-Language Modeling,-1
1657,6440,Association Graph Learning for Multi-Task Classification with Category Shifts,-1
2048,6803,FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,-1
2049,3888,Optimal Transport-based Identity Matching for Identity-invariant Facial Expression Recognition,-1
1652,7033,DGD^2: A Linearly Convergent Distributed Algorithm For High-dimensional Statistical Recovery,-1
1650,1979,DENSE: Data-Free One-Shot Federated Learning,-1
2054,3768,Hardness of Noise-Free Learning for Two-Hidden-Layer Neural Networks,-1
1645,1078,Easy incremental learning methods to consider for commercial fine-tuning applications,-1
2056,7921,Energy-Based Contrastive Learning of Visual Representations,-1
1641,4207,Improving 3D-aware Image Synthesis with A Geometry-aware Discriminator,-1
2059,565,Towards Lightweight Black-Box Attack Against Deep Neural Networks,-1
2060,967,End-to-end Symbolic Regression with Transformers,-1
1637,3421,Truncated proposals for scalable and hassle-free simulation-based inference,-1
1563,9065,Clipped Stochastic Methods for Variational Inequalities with Heavy-Tailed Noise,-1
1557,3751,Test-Time Training with Masked Autoencoders,-1
1,12079,The Missing Invariance Principle found --  the Reciprocal Twin of Invariant Risk Minimization ,-1
1453,9357,A Win-win Deal: Towards Sparse and Robust Pre-trained Language Models,-1
1491,3691,Approaching Quartic Convergence Rates for Quasi-Stochastic Approximation with Application to Gradient-Free Optimization,-1
1486,6239,Bandit Learning in Many-to-one Matching Markets with Uniqueness Conditions,-1
1473,5558,Bezier Gaussian Processes for Tall and Wide Data,-1
2138,11378,Environment Diversification with Multi-head Neural Network for Invariant Learning,-1
2139,9320,Meta-Learning with Self-Improving Momentum Target,-1
1467,3208,Metric-Projected Accelerated Riemannian Optimization: Handling Constraints to Bound Geometric Penalties,-1
2144,6282,Scale-invariant Learning by Physics Inversion,-1
1461,5952,Improved Regret Analysis for Variance-Adaptive Linear Bandits and Horizon-Free Linear Mixture MDPs,-1
1460,3401,A Closer Look at Prototype Classifier for Few-shot Image Classification,-1
1458,11261,Visual correspondence-based explanations improve AI robustness and human-AI team accuracy,-1
1448,3637,Posted Pricing and Dynamic Prior-independent Mechanisms with Value Maximizers,-1
1552,4953,A High Performance and Low Latency Deep Spiking Neural Networks Conversion Framework,-1
2153,10393,A Solver-free Framework for Scalable Learning in Neural ILP Architectures,-1
2154,13014,Self-Aware Personalized Federated Learning,-1
1434,8741,"Shape, Light, and Material Decomposition from Images using Monte Carlo Rendering and Denoising",-1
2158,8895,WT-MVSNet: Window-based Transformers for Multi-view Stereo,-1
2159,4305,Tabular data imputation: quality over quantity,-1
2160,6101,Flamingo: a Visual Language Model for Few-Shot Learning,-1
2163,11671,Deep Compression of Pre-trained Transformer Models,-1
1431,6403,Near-Optimal Regret for Adversarial MDP with Delayed Bandit Feedback,-1
1429,12603,Learning NP-Hard Multi-Agent Assignment Planning using GNN: Inference on a Random Graph and Provable Auction-Fitted Q-learning,-1
1427,11263,Average Sensitivity of Euclidean k-Clustering,-1
1495,11609,Cross-Linked Unified Embedding for cross-modality representation learning,-1
1500,11926,Can Adversarial Training Be Manipulated By Non-Robust Features?,-1
2130,6354,Off-Policy Evaluation with Policy-Dependent Optimization Response,-1
1501,11582,On the Effectiveness of Lipschitz-Driven Rehearsal in Continual Learning,-1
2103,3116,Fixed-Distance Hamiltonian Monte Carlo,-1
1543,3531,Sample-Efficient Learning of Correlated Equilibria in Extensive-Form Games,-1
2107,14,Sample Complexity of Learning Heuristic Functions for Greedy-Best-First and A* Search,-1
2108,9566,Accelerated Primal-Dual Gradient Method for Smooth and Convex-Concave Saddle-Point Problems with Bilinear Coupling,-1
1539,5590,On the Convergence of Stochastic Multi-Objective Gradient Manipulation and Beyond,-1
2110,2148,Adaptive Data Debiasing through Bounded Exploration,-1
1537,4005,Zeroth-Order Negative Curvature Finding: Escaping Saddle Points  without Gradients,-1
1536,5095,Off-Beat Multi-Agent Reinforcement Learning,-1
1534,12799,Near-Optimal No-Regret Learning Dynamics for General Convex Games,-1
2114,9225,Shielding Federated Learning: Aligned Dual Gradient Pruning Against  Gradient Leakage,-1
2116,6212,Task-level Differentially Private Meta Learning,-1
2117,6562,Listen to Interpret: Post-hoc Interpretability for Audio Networks with NMF,-1
1527,12785,Implicit Neural Representations with Levels-of-Experts,-1
1526,12170,Learning to Follow Instructions in Text-Based Games,-1
1523,4189,Contextual Squeeze-and-Excitation for Efficient Few-Shot Image Classification,-1
1516,2293,ZeroC: A Neuro-Symbolic Model for Zero-shot Concept Recognition and Acquisition at Inference Time,-1
1515,12588,A Communication-efficient Algorithm with Linear Convergence for Federated Minimax Learning,-1
1514,8919,Unifying and Boosting Gradient-Based Training-Free Neural Architecture Search,-1
2125,4548,Pre-Trained Language Models for Interactive Decision-Making,-1
2126,4099,TA-MoE: Topology-Aware Large Scale Mixture-of-Expert Training,-1
1503,8648,Maximum Likelihood Training of Implicit Nonlinear Diffusion Model,-1
1675,6965,A permutation-free kernel two-sample test,-1
1676,3796,On the Limitations of Stochastic Pre-processing Defenses,-1
2032,11811,Concept Embedding Models: Beyond the Accuracy-Explainability Trade-Off,-1
1955,4000,Latency-aware Spatial-wise Dynamic Networks,-1
1944,9852,Real-Valued Backpropagation is Unsuitable for Complex-Valued Neural Networks,-1
1945,5752,Finding Second-Order Stationary Points in Nonconvex-Strongly-Concave Minimax Optimization,-1
1852,5195,PaCo: Parameter-Compositional Multi-task Reinforcement Learning,-1
1850,4445,Mismatched No More: Joint Model-Policy Optimization for Model-Based RL,-1
1848,8886,Learning Structure from the Ground up---Hierarchical Representation Learning by Chunking,-1
1847,2665,Efficient Risk-Averse Reinforcement Learning,-1
1846,7740,A Unifying Framework of Off-Policy General Value Function Evaluation,-1
1845,6114,On the non-universality of deep learning: quantifying the cost of symmetry,-1
1953,3018,Differentially Private Linear Regression via Medians,-1
1840,10869,Hierarchical Agglomerative Graph Clustering in Poly-Logarithmic Depth ,-1
1835,11402,Near-optimal Distributional Reinforcement Learning towards Risk-sensitive Control,-1
2031,8139,Sparsity in Continuous-Depth Neural Networks,-1
1819,2652,A Near-Optimal Primal-Dual Method for Off-Policy Learning in CMDP,-1
1959,11368,Learning Enhanced Representation for Tabular Data via Neighborhood Propagation,-1
1961,12456,Robust Model Selection and Nearly-Proper Learning for GMMs,-1
1962,10884,"GlanceNets: Interpretable, Leak-proof Concept-based Models",-1
1813,4791,TANKBind: Trigonometry-Aware Neural NetworKs for Drug-Protein Binding Structure Prediction,-1
1808,6302,On Non-Linear operators for Geometric Deep Learning,-1
1805,8775,Towards Understanding the Mixture-of-Experts Layer in Deep Learning,-1
1969,9192,Matching in Multi-arm Bandit with Collision,-1
1802,247,Point-M2AE: Multi-scale Masked Autoencoders for Hierarchical Point Cloud Pre-training,-1
1971,5604,Unknown-Aware Domain Adversarial Learning for Open-Set Domain Adaptation,-1
1854,1852,Bilinear Exponential Family of MDPs: Frequentist Regret Bound with Tractable Exploration $\&$ Planning,-1
1855,7937,Merging Models with Fisher-Weighted Averaging,-1
1857,5644,An Information-theoretic Perspective of Hierarchical Clustering,-1
1861,5775,"Alleviating ""Posterior Collapse'' in Deep Topic Models via Policy Gradient",-1
1908,12365,Maximizing and Satisficing in Multi-armed Bandits with Graph Information,-1
1906,10604,Improved Coresets for Euclidean $k$-Means,-1
1905,10269,Polynomial-Time Optimal Equilibria with a Mediator in Extensive-Form Games,-1
1904,10976,CS-Shapley: Class-wise Shapley Values for Data Valuation in Classification,-1
1920,11232,Discovering and Overcoming Limitations of Noise-engineered Data-free Knowledge Distillation,-1
1901,2297,Learning Generalizable Risk-Sensitive Policies to Coordinate in Decentralized Multi-Agent General-Sum Games,-1
1900,6983,A Character-Level Length-Control Algorithm for Non-Autoregressive Sentence Summarization,-1
1899,11248,Asynchronous Actor-Critic for Multi-Agent Reinforcement Learning,-1
1897,5795,Pseudo-Riemannian Graph Convolutional Networks,-1
1893,3690,Delving into Out-of-Distribution Detection with Vision-Language Representations,-1
1890,11113,Capturing Graphs with Hypo-Elliptic Diffusions,-1
1889,9624,Improving Out-of-Distribution Generalization by Adversarial Training with Structured Priors,-1
1885,10742,Learning-Augmented Algorithms for Online Linear and Semidefinite Programming,-1
1884,12358,$k$-Sliced Mutual Information: A Quantitative Study of Scalability with Dimension,-1
1933,3020,Geo-Neus: Geometry-Consistent Neural Implicit Surfaces Learning for Multi-view Reconstruction,-1
1934,2900,Equivariant Networks for Zero-Shot Coordination,-1
1874,3069,Hub-Pathway: Transfer Learning from A Hub of Pre-trained Models,-1
1871,2265,Plan To Predict: Learning an Uncertainty-Foreseeing Model For Model-Based Reinforcement Learning,-1
1867,1913,Polyhistor: Parameter-Efficient Multi-Task Adaptation for Dense Vision Tasks,-1
1866,1788,Singular Value Fine-tuning: Few-shot Segmentation requires Few-parameters Fine-tuning,-1
1864,2593,Contact-aware Human Motion Forecasting,-1
1972,1719,Class-Dependent Label-Noise Learning with Cycle-Consistency Regularization,-1
1800,4359,Stochastic Second-Order Methods Improve Best-Known Sample Complexity of SGD for Gradient-Dominated Functions,-1
1798,5740,Improving RENet by Introducing Modified Cross Attention for Few-Shot Classification,-1
1714,3951,Non-Linear Coordination Graphs,-1
2008,4679,Adaptive Oracle-Efficient Online Learning,-1
2009,10906,BEER: Fast $O(1/T)$ Rate for Decentralized Nonconvex Optimization with Communication Compression,-1
1708,3064,Wasserstein $K$-means for clustering probability distributions,-1
1703,3693,On Privacy and Personalization in Cross-Silo Federated Learning,-1
1702,7657,Pruning’s Effect on Generalization Through the Lens of Training and Regularization,-1
1701,6697,Multi-Fidelity Best-Arm Identification,-1
2015,1318,A Conditional Randomization Test for Sparse Logistic Regression in High-Dimension,-1
2016,5453,Effective Adaptation in Multi-Task Co-Training for Unified Autonomous Driving,-1
2017,8118,Precise Learning Curves and Higher-Order Scalings for Dot-product Kernel Regression  ,-1
2018,3464,VTC-LFC: Vision Transformer Compression with Low-Frequency Components,-1
2019,8502,Two-layer neural network on infinite dimensional data:  global optimization guarantee in the mean-field regime,-1
1700,3804,FedRolex: Model-Heterogeneous Federated Learning with Rolling Sub-Model Extraction,-1
2021,1067,Saliency-Aware Neural Architecture Search,-1
1696,1687,Linear tree shap,-1
1688,8068,Few-Shot Audio-Visual Learning of Environment Acoustics,-1
1687,8593,Minimax Optimal Fixed-Budget Best Arm Identification in Linear Bandits,-1
1684,7413,End-to-end Algorithm Synthesis with Recurrent Networks: Extrapolation without Overthinking,-1
2027,6151,Learning to Find Proofs and Theorems by Learning to Refine Search Strategies: The Case of Loop Invariant Synthesis,-1
1682,11851,A Multi-Resolution Framework for U-Nets with Applications to Hierarchical VAEs,-1
1677,1939,List-Decodable Sparse Mean Estimation,-1
2030,4670,Zero-Shot 3D Drug Design by Sketching and Generating,-1
1712,289,Adapting Self-Supervised Vision Transformers by Probing Attention-Conditioned Masking Consistency,-1
1715,7635,Non-Linguistic Supervision for Contrastive Learning of Sentence Embeddings,-1
1787,3855,Coresets for Vertical Federated Learning: Regularized Linear Regression and $K$-Means Clustering,-1
1716,11253,Meta-Reward-Net: Implicitly Differentiable Reward Learning for Preference-based Reinforcement Learning,-1
1784,4453,High-Order Pooling for Graph Neural Networks with Tensor Decomposition,-1
1782,10459,Beyond IID: data-driven decision-making in heterogeneous environments,-1
1979,4019,Searching for Better Spatio-temporal Alignment in Few-Shot Action Recognition,-1
1781,2000,Debiased Self-Training for Semi-Supervised Learning,-1
1780,10193,A contrastive rule for meta-learning,-1
1779,774,Deep Fourier Up-Sampling,-1
1776,9071,Expansion and Shrinkage of Localization for Weakly-Supervised Semantic Segmentation,-1
1774,1929,Physically-Based Face Rendering for NIR-VIS Face Recognition,-1
1768,8161,Accelerated Training of Physics-Informed Neural Networks (PINNs) using Meshless Discretizations,-1
1755,4281,VRL3: A Data-Driven Framework for Visual Deep Reinforcement Learning,-1
1745,10484,Neural Temporal Walks: Motif-Aware Representation Learning on Continuous-Time Dynamic Graphs,-1
1990,10256,Highly Parallel Deep Ensemble Learning,-1
1744,12325,Adversarial training for high-stakes reliability,-1
1743,6761,Global Convergence of Direct Policy Search for State-Feedback $\mathcal{H}_\infty$ Robust Control: A Revisit of Nonsmooth Synthesis with Goldstein Subdifferential,-1
1739,9637,Embracing Consistency: A One-Stage Approach for Spatio-Temporal Video Grounding,-1
1996,11557,Forward-Backward Latent State Inference for Hidden Continuous-Time semi-Markov Chains,-1
1997,11399,A Simple Decentralized Cross-Entropy Method,-1
1730,11204,CCCP is Frank-Wolfe in disguise,-1
1727,12260,Self-Supervised Contrastive Pre-Training For Time Series via Time-Frequency Consistency,-1
1720,4409,Non-stationary Bandits with Knapsacks,-1
1717,11037,Private and Communication-Efficient Algorithms for Entropy Estimation,-1
1426,1402,Training and Inference on Any-Order Autoregressive Models the Right Way,-1
1405,8771,Near-Optimal Goal-Oriented Reinforcement Learning in Non-Stationary Environments,-1
911,4910,Secure Split Learning against Property Inference and Data Reconstruction Attacks,-1
2339,378,A Novel Matrix-Encoding Method for Privacy-Preserving Neural Networks (Inference),-1
1078,2532,M³ViT: Mixture-of-Experts Vision Transformer for Efficient Multi-task Learning with Model-Accelerator Co-design,-1
1067,2625,Meta-Reinforcement Learning with Self-Modifying Networks,-1
1053,252,Exploring the Algorithm-Dependent Generalization of AUPRC Optimization with List Stability,-1
1052,7150,Near-Isometric Properties of Kronecker-Structured Random Tensor Embeddings,-1
2333,6048,Uncertainty-Aware Hierarchical Refinement for Incremental Implicitly-Refined Classification,-1
2334,3784,Learning Unified Representations for Multi-Resolution Face Recognition,-1
