Submission,Title,Cited
698,Omni-DETR: Omni-Supervised Object Detection With Transformers,-1
696,Fast Light-Weight Near-Field Photometric Stereo,-1
1728,End-to-End Semi-Supervised Learning for Video Action Detection,-1
695,An MIL-Derived Transformer for Weakly Supervised Point Cloud Segmentation,-1
693,RegionCLIP: Region-Based Language-Image Pretraining,-1
1734,Cluster-Guided Image Synthesis With Unconditional Models,-1
1397,Coarse-To-Fine Deep Video Coding With Hyperprior-Guided Mode Prediction,-1
684,Grounded Language-Image Pre-Training,-1
1737,Virtual Correspondence: Humans as a Cue for Extreme-View Geometry,-1
680,Graph-Based Spatial Transformer With Memory Replay for Multi-Future Pedestrian Trajectory Prediction,-1
1741,Multi-Label Classification With Partial Annotations Using Class-Aware Selective Loss,-1
1742,HSC4D: Human-Centered 4D Scene Capture in Large-Scale Indoor-Outdoor Space Using Wearable IMUs and LiDAR,-1
678,OCSampler: Compressing Videos to One Clip With Single-Step Sampling,-1
1744,IntraQ: Learning Synthetic Images With Intra-Class Heterogeneity for Zero-Shot Network Quantization,-1
1745,M3L: Language-Based Video Editing via Multi-Modal Multi-Level Transformers,-1
790,Few-Shot Object Detection With Fully Cross-Transformer,-1
793,Cross-Architecture Self-Supervised Video Representation Learning,-1
1588,Decoupling and Recoupling Spatiotemporal Representation for RGB-D-Based Motion Recognition,-1
963,Uncertainty-Aware Adaptation for Self-Supervised 3D Human Pose Estimation,-1
1610,Contrastive Learning for Space-Time Correspondence via Self-Cycle Consistency,-1
962,Stand-Alone Inter-Frame Attention in Video Models,-1
1612,Scale-Equivalent Distillation for Semi-Supervised Object Detection,-1
1614,SelfD: Self-Learning Large-Scale Driving Policies From the Web,-1
1615,"""The Pedestrian Next to the Lamppost"" Adaptive Object Graphs for Better Instantaneous Mapping",-1
1616,Attribute Group Editing for Reliable Few-Shot Image Generation,-1
957,SWEM: Towards Real-Time Video Object Segmentation With Sequential Weighted Expectation-Maximization,-1
954,Task Discrepancy Maximization for Fine-Grained Few-Shot Classification,-1
950,DAIR-V2X: A Large-Scale Dataset for Vehicle-Infrastructure Cooperative 3D Object Detection,-1
947,Reflash Dropout in Image Super-Resolution,-1
946,Neural Shape Mating: Self-Supervised Object Assembly With Adversarial Shape Priors,-1
940,FERV39k: A Large-Scale Multi-Scene Dataset for Facial Expression Recognition in Videos,-1
935,Learning Affinity From Attention: End-to-End Weakly-Supervised Semantic Segmentation With Transformers,-1
1624,"Super-Fibonacci Spirals: Fast, Low-Discrepancy Sampling of SO(3)",-1
1625,TrackFormer: Multi-Object Tracking With Transformers,-1
1609,Improving Visual Grounding With Visual-Linguistic Verification and Iterative Reasoning,-1
964,"Open-Domain, Content-Based, Multi-Modal Fact-Checking of Out-of-Context Images via Online Resources",-1
1627,PanopticDepth: A Unified Framework for Depth-Aware Panoptic Segmentation,-1
965,Memory-Augmented Deep Conditional Unfolding Network for Pan-Sharpening,-1
991,UCC: Uncertainty Guided Cross-Head Co-Training for Semi-Supervised Semantic Segmentation,-1
1591,A Self-Supervised Descriptor for Image Copy Detection,-1
988,Understanding and Increasing Efficiency of Frank-Wolfe Adversarial Training,-1
983,LD-ConGR: A Large RGB-D Video Dataset for Long-Distance Continuous Gesture Recognition,-1
1595,A Keypoint-Based Global Association Network for Lane Detection,-1
1596,Negative-Aware Attention Framework for Image-Text Matching,-1
1597,Semantic-Aligned Fusion Transformer for One-Shot Object Detection,-1
980,FaceVerse: A Fine-Grained and Detail-Controllable 3D Face Morphable Model From a Hybrid Dataset,-1
1599,Few-Shot Incremental Learning for Label-to-Image Translation,-1
972,"Represent, Compare, and Learn: A Similarity-Aware Framework for Class-Agnostic Counting",-1
1601,An Image Patch Is a Wave: Phase-Aware Vision MLP,-1
971,Node-Aligned Graph Convolutional Network for Whole-Slide Image Representation and Classification,-1
969,Feature Erasing and Diffusion Network for Occluded Person Re-Identification,-1
967,Large-Scale Pre-Training for Person Re-Identification With Noisy Labels,-1
966,Semi-Supervised Wide-Angle Portraits Correction by Multi-Scale Transformer,-1
934,Towards Language-Free Training for Text-to-Image Generation,-1
933,Region-Aware Face Swapping,-1
1676,"ScePT: Scene-Consistent, Policy-Based Trajectory Predictions for Planning",-1
1649,Reconstructing Surfaces for Sparse Point Clouds With On-Surface Priors,-1
858,Learning Local-Global Contextual Adaptation for Multi-Person Pose Estimation,-1
856,Distillation Using Oracle Queries for Transformer-Based Human-Object Interaction Detection,-1
845,Exploring Endogenous Shift for Cross-Domain Detection: A Large-Scale Benchmark and Perturbation Suppression Network,-1
842,ConDor: Self-Supervised Canonicalization of 3D Pose for Partial Shapes,-1
837,FMCNet: Feature-Level Modality Compensation for Visible-Infrared Person Re-Identification,-1
834,SCS-Co: Self-Consistent Style Contrastive Learning for Image Harmonization,-1
1660,ST++: Make Self-Training Work Better for Semi-Supervised Semantic Segmentation,-1
1665,Noisy Boundaries: Lemon or Lemonade for Semi-Supervised Instance Segmentation?,-1
811,Multi-Level Feature Learning for Contrastive Multi-View Clustering,-1
803,A Hybrid Quantum-Classical Algorithm for Robust Fitting,-1
800,Dual-Generator Face Reenactment,-1
799,Stable Long-Term Recurrent Video Super-Resolution,-1
1672,"Think Global, Act Local: Dual-Scale Graph Transformer for Vision-and-Language Navigation",-1
798,MM-TTA: Multi-Modal Test-Time Adaptation for 3D Semantic Segmentation,-1
797,Dynamic Sparse R-CNN,-1
861,Dual Adversarial Adaptation for Cross-Device Real-World Image Super-Resolution,-1
863,Habitat-Web: Learning Embodied Object-Search Strategies From Human Demonstrations at Scale,-1
932,Multi-Label Iterated Learning for Image Classification With Label Ambiguity,-1
864,The Probabilistic Normal Epipolar Constraint for Frame-to-Frame Rotation Optimization Under Uncertain Feature Positions,-1
928,BasicVSR++: Improving Video Super-Resolution With Enhanced Propagation and Alignment,-1
927,Occlusion-Robust Face Alignment Using a Viewpoint-Invariant Hierarchical Network Architecture,-1
922,Replacing Labeled Real-Image Datasets With Auto-Generated Contours,-1
919,HeadNeRF: A Real-Time NeRF-Based Parametric Head Model,-1
915,LaTr: Layout-Aware Transformer for Scene-Text VQA,-1
911,A Large-Scale Comprehensive Dataset and Copy-Overlap Aware Evaluation Protocol for Segment-Level Video Copy Detection,-1
906,Lifelong Unsupervised Domain Adaptive Person Re-Identification With Coordinated Anti-Forgetting and Adaptation,-1
897,BNUDC: A Two-Branched Deep Neural Network for Restoring Images From Under-Display Cameras,-1
893,Federated Learning With Position-Aware Neurons,-1
1641,Point-Level Region Contrast for Object Detection Pre-Training,-1
892,Transform-Retrieve-Generate: Natural Language-Centric Outside-Knowledge Visual Question Answering,-1
889,Class-Incremental Learning by Knowledge Distillation With Adaptive Feature Consolidation,-1
1644,Spatial-Temporal Parallel Transformer for Arm-Hand Dynamic Estimation,-1
881,URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement,-1
870,HOI4D: A 4D Egocentric Dataset for Category-Level Human-Object Interaction,-1
0,Dual Cross-Attention Learning for Fine-Grained Visual Categorization and Object Re-Identification,-1
